id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoriteAddress,addresses,groups,createdAt,createdBy,addedToGroupAt,addedToGroupBy,Countries of Investment,Stage of Investment,linkedin-private-codex,linkedin-private-claude
853c75d1-e980-4867-9f30-be3c3966d8cd,2150,company,,,,https://www.2150.vc/,https://www.2150.vc/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:35:12.910Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"Denmark,Germany,USA,France,Finland,Sweden,Spain,UK","3. Early Revenue,5. Growth,4. Scaling","https://www.linkedin.com/in/amber-chow1, https://www.linkedin.com/in/derekcinaderbrooks","https://www.linkedin.com/in/amber-chow1, https://www.linkedin.com/in/derekcinaderbrooks"
9ad1f6bf-879c-48c9-9735-158ab5e66c25,83North,company,,83North is a global venture capital firm with more than $1.8B million under management.,,https://www.83north.com/,https://www.83north.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:37.730Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"Israel,UK",3. Early Revenue,"https://www.linkedin.com/in/laurel-bowden-3a869b, https://www.linkedin.com/in/yoramsnir, https://www.linkedin.com/in/gil-goren-707785155, https://www.linkedin.com/in/erezofer","https://www.linkedin.com/in/laurel-bowden-3a869b, https://www.linkedin.com/in/yoramsnir, https://www.linkedin.com/in/gil-goren-707785155, https://www.linkedin.com/in/erezofer"
b8582bad-06dc-41bb-a270-8cfe0a882dfc,Abingworth,company,,,,https://www.abingworth.com,https://www.abingworth.com,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:35.470Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
0bd85a84-a10e-4198-a39a-68fa9ecbb276,Ada Ventures,company,,,,https://www.adaventures.com/,https://www.adaventures.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,"https://www.linkedin.com/in/mattpenneycard, https://www.linkedin.com/in/francescawarner, https://www.linkedin.com/in/michaeltefula",https://www.linkedin.com/in/francescawarner
b7b639d1-4501-44ab-bdfd-4de87f9fe568,ADV Accelerated Digital Ventures,company,,,,https://accelerated.ventures/,https://accelerated.ventures/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
3cbe8e9e-d7e4-4634-8587-65352b376d6e,Agronomics,company,,,,https://agronomics.im/,https://agronomics.im/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
9fef09bb-835a-48df-a3f9-422e1a641ef1,Ahren Innovation Capital,company,,,,http://www.ahreninnovationcapital.com/,http://www.ahreninnovationcapital.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:51.851Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,UK","3. Early Revenue,2. Prototype",,
40ff3f3c-4bb2-40de-a599-fdc1b643f255,Air Street Capital,company,,,,https://www.airstreet.com/,https://www.airstreet.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:53.675Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,UK",2. Prototype,"https://www.linkedin.com/in/alex-chalmers-41937912a, https://www.linkedin.com/in/corina-gurau-46ba97165, https://www.linkedin.com/in/nathanbenaich, https://www.linkedin.com/in/nitarshan, https://www.linkedin.com/in/othmanesebbouh, https://www.linkedin.com/in/paulapastor","https://www.linkedin.com/in/alex-chalmers-41937912a, https://www.linkedin.com/in/corina-gurau-46ba97165, https://www.linkedin.com/in/nathanbenaich, https://www.linkedin.com/in/nitarshan, https://www.linkedin.com/in/othmanesebbouh, https://www.linkedin.com/in/paulapastor"
70cd789a-c143-4d7f-85d0-408baa161ea2,AI Seed Fund,company,,,,https://aiseed.vc/,https://aiseed.vc/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,2. Prototype,,
8b811172-359b-4d9b-bf97-c40d35b16c81,AlbionVC,company,marketing@albion.capital,AlbionVC supports visionary founders with long-term capital and scale-up expertise.,marketing@albion.capital,https://www.albion.vc/,https://www.albion.vc/,UK,UK,"All VCs ,All VCs ,All VCs ,Corporate Venture Arms,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:35:12.910Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,UK",3. Early Revenue,"https://www.linkedin.com/in/emilgigov, https://www.linkedin.com/in/adam-chirkowski-a4703b63, https://www.linkedin.com/in/edlascelles, https://www.linkedin.com/in/davewascha, https://www.linkedin.com/in/leigh-brody-2406597","https://www.linkedin.com/in/cruedig, https://www.linkedin.com/in/paullehair, https://www.linkedin.com/in/davidgudgin"
125a71b1-3a96-4808-8c9e-c6d572652fda,Alchemy,company,,,,https://www.alchemysyndicate.com/,https://www.alchemysyndicate.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,UK","3. Early Revenue,1. Idea or Patent,2. Prototype",,
c02b3deb-38ce-4219-95a4-c2e94a83ca36,Alderley Park Ventures,company,,,,https://biocity.co.uk/investment/,https://biocity.co.uk/investment/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
b92c0f4b-b045-455a-8602-2c72801ba8b1,Amadeus Capital Partners,company,,"Amadeus Capital Partners caters to the technology sector with seed, early, and later stage venture, and private equity investments.",,https://www.amadeuscapital.com/,https://www.amadeuscapital.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:40.216Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,UK,3. Early Revenue,"https://www.linkedin.com/in/hermannhauser, https://www.linkedin.com/in/nickkingsbury, https://www.linkedin.com/in/pat-burtis-366124","https://www.linkedin.com/in/hermannhauser, https://www.linkedin.com/in/nickkingsbury, https://www.linkedin.com/in/pat-burtis-366124"
bb77414f-9659-4729-978d-5bf5f5db51ae,Anglo Scientific,company,,,,https://www.angloscientific.com/mission/,https://www.angloscientific.com/mission/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
f9f962e4-d9b1-49af-9bb0-9117c9efdcfb,Anthemis,company,,,,https://www.anthemis.com/,https://www.anthemis.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"Germany,Canada,USA,France,UK","3. Early Revenue,1. Idea or Patent,2. Prototype,4. Scaling",,
b060b051-8a73-45de-8ac4-cb33d6c2307c,Apax Partners,company,,Apax Partners is an independent global partnership focused solely on long-term investment in growth companies.,,https://www.apax.com/,https://www.apax.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,Israel,Canada,UK",,https://www.linkedin.com/in/nickhartman,https://www.linkedin.com/in/nickhartman
3773795e-fbdf-4ec9-8ce4-11f7632af216,Apollo Ventures,company,,,,https://apollo.vc,https://apollo.vc,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
5ad2ceca-3dfd-450e-9672-7be84f2f9039,Aquarius Equity,company,,,,http://www.aquariusequity.com/,http://www.aquariusequity.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
3511f061-2909-4d7e-8baa-22c464035353,AV8,company,,,,https://av8.vc/,https://av8.vc/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
6a0ec38a-43d1-4f3c-9a29-3b5366f81a71,Balderton Capital,company,,Balderton Capital is a venture capital investor that supports technology businesses.,,balderton.com,balderton.com,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:53.675Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"UK,France","3. Early Revenue,4. Scaling","https://www.linkedin.com/in/jameswise, https://www.linkedin.com/in/rana-yared-0aab242, https://www.linkedin.com/in/suranga, https://www.linkedin.com/in/daniel-waterhouse-b1620488, https://www.linkedin.com/in/robmoffat","https://www.linkedin.com/in/jameswise, https://www.linkedin.com/in/rana-yared-0aab242, https://www.linkedin.com/in/suranga, https://www.linkedin.com/in/daniel-waterhouse-b1620488, https://www.linkedin.com/in/robmoffat"
7ddc39f9-e25e-4424-bd73-466f5c6881b1,Beast Ventures,company,,,,http://www.beast.vc/team/,http://www.beast.vc/team/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,2. Prototype,https://www.linkedin.com/in/psikorsky,https://www.linkedin.com/in/psikorsky/
6eca767b-10fd-44ef-82f6-f2f96cb9004a,Begin Capital,company,,,,https://www.begincl.com/,https://www.begincl.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"Ukraine,Norway,Latvia,Denmark,Belgium,Germany,USA,Poland,Czech Republic,Netherlands,Switzerland,Estonia,France,Finland,Sweden,Hungary,Italy,Spain,Canada,Ireland,Austria,UK,Lithuania","3. Early Revenue,5. Growth,4. Scaling","https://www.linkedin.com/in/alex-menn-bb72a310, https://www.linkedin.com/in/jo%C3%ABl-van-dijk-27a490a6, https://www.linkedin.com/in/ruslansarkisyan, https://www.linkedin.com/in/saagarbhavsar",
1330f609-f588-48ff-80bf-b5839e6ef8c0,Beringea,company,,,,https://www.beringea.com/,https://www.beringea.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:51.851Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,UK",,"https://www.linkedin.com/in/michael-gross-4488249, https://www.linkedin.com/in/luke-edis","https://www.linkedin.com/in/michael-gross-4488249, https://www.linkedin.com/in/luke-edis"
9050fb43-604c-455d-9982-8263f218da38,BGV Bethnal Green Ventures,company,,,,https://bethnalgreenventures.com,https://bethnalgreenventures.com,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,"3. Early Revenue,2. Prototype","https://www.linkedin.com/in/paulmiller, https://www.linkedin.com/in/damayanthysathianathan","https://www.linkedin.com/in/paulmiller, https://www.linkedin.com/in/damayanthysathianathan"
85feb0d0-34b1-43ed-9b3c-6ffc32d4b07b,Boundary Capital,company,,,,https://www.boundarycapital.com/,https://www.boundarycapital.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
e02a4231-eb9b-40c0-8ec7-d5fc0529002e,Break Off,company,,,,https://breakoff.com/,https://breakoff.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,Canada,Israel,UK","3. Early Revenue,2. Prototype",,
da02b2fe-098e-4e87-b666-bab0b1d70ee6,Breed Reply,company,info@breedreply.com,Breed Reply is Europe's active operational investors for early-stage companies delivering 'internet of things' solutions.,info@breedreply.com,https://www.reply.com/breed-reply/en/,https://www.reply.com/breed-reply/en/,"38 Grosvenor Gardens London SW1W 0EB, UK","38 Grosvenor Gardens London SW1W 0EB, UK","Corporate Venture Arms,+100 best VC Funds in UK 🇬🇧",2026-02-15T20:18:16.904Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"Georgia,Luxembourg,Norway,Liechtenstein,Latvia,Denmark,Belgium,Germany,Czech Republic,Netherlands,Switzerland,Slovenia,Estonia,France,Bulgaria,Slovakia,Finland,Sweden,Portugal,Hungary,Italy,Greece,Spain,Ireland,Austria,Romania,UK,Lithuania","3. Early Revenue,4. Scaling",,
ca13e116-2dab-41dd-b706-e4a0052aa7dc,C4 Ventures,company,,C4 Ventures is a venture capital firm that focuses on early stage startups.,,https://c4v.com/home/,https://c4v.com/home/,,,"All VCs ,All VCs ,All VCs ,European Family Offices' Founders ,European Family Offices' Founders ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:51.851Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"Belgium,Germany,USA,Poland,Netherlands,Switzerland,France,Israel,Portugal,Italy,Spain,UK","3. Early Revenue,2. Prototype,4. Scaling","https://www.linkedin.com/in/borisbakech, https://www.linkedin.com/in/ericboustouller, https://www.linkedin.com/in/jean-weill, https://www.linkedin.com/in/leda-interlandi, https://www.linkedin.com/in/lidia-sutormina, https://www.linkedin.com/in/mathieubourdie, https://www.linkedin.com/in/olivierlegoff, https://www.linkedin.com/in/pascalcagni, https://www.linkedin.com/in/sassanomichel, https://www.linkedin.com/in/valererames","https://www.linkedin.com/in/borisbakech, https://www.linkedin.com/in/ericboustouller, https://www.linkedin.com/in/jean-weill, https://www.linkedin.com/in/leda-interlandi, https://www.linkedin.com/in/lidia-sutormina, https://www.linkedin.com/in/mathieubourdie, https://www.linkedin.com/in/olivierlegoff, https://www.linkedin.com/in/pascalcagni, https://www.linkedin.com/in/sassanomichel, https://www.linkedin.com/in/valererames"
15efc995-cb4c-4f81-83cd-f38c5b150b1c,Cambridge Angels,company,,,,https://cambridgeangels.com/aboutus/,https://cambridgeangels.com/aboutus/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
1cd2b4a2-c6b6-49c5-813f-bb64db4bdcd0,Cambridge Innovation Capital,company,,,,http://www.cic.vc/,http://www.cic.vc/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:32.614Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,UK,3. Early Revenue,"https://www.linkedin.com/in/andrewwilliamson, https://www.linkedin.com/in/michael-anstey-24a239, https://www.linkedin.com/in/ianjauncey, https://www.linkedin.com/in/philipwinter1","https://www.linkedin.com/in/andrewwilliamson, https://www.linkedin.com/in/michael-anstey-24a239, https://www.linkedin.com/in/ianjauncey, https://www.linkedin.com/in/philipwinter1"
99257635-0451-4ff7-84ab-0a8b2211b231,Catapult Ventures (UK),company,,,,http://www.catapult-ventures.com/,http://www.catapult-ventures.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
695014f0-0c11-4d81-95f2-1ca8d3d4072f,Chord Capital,company,,,,http://www.chordcapital.co.uk,http://www.chordcapital.co.uk,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,Israel,Canada,UK",3. Early Revenue,,
e63b9425-297f-4f47-8efa-38b23c2769fe,Chrysalis VCT,company,,,,http://www.chrysalisvct.co.uk,http://www.chrysalisvct.co.uk,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
3bcaf460-1120-45ba-936e-fe7201bddab1,Circadia Ventures,company,,,,http://www.circadiaventures.com/about.asp,http://www.circadiaventures.com/about.asp,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
51b21356-a9f9-48b8-9f54-7ad294c5ac72,Circularity Capital,company,,,,https://circularitycapital.com/,https://circularitycapital.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
e61e24d3-151f-4bce-bc13-7fb64f2b8921,Clean Growth Fund,company,,,,https://www.cleangrowthfund.com/,https://www.cleangrowthfund.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,"3. Early Revenue,2. Prototype,4. Scaling",,
93bd0066-1aa7-4420-b5f6-f3f753e915fa,Cylon,company,,,,https://cylonlab.com/,https://cylonlab.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,UK,2. Prototype,,
643235a7-8dad-4424-9d75-57f308082aeb,D2 Double Down,company,,,,https://d2.fund/,https://d2.fund/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"Norway,Belgium,Germany,Switzerland,France,Sweden,Portugal,Turkey,Italy,Spain,Ireland,UK","3. Early Revenue,2. Prototype",,
ed38f339-b3df-44c3-bb54-e97eb4559157,Datainsight,company,,,,https://github.com/datainsightio/home,https://github.com/datainsightio/home,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,UK,"3. Early Revenue,1. Idea or Patent,2. Prototype",,
be24e03b-e8e3-4f9a-903d-91d0809c93f0,Dawn Capital,company,,Dawn Capital is an early-stage venture fund that focuses on investing in the enterprise software and FinTech sectors.,,dawncapital.com,dawncapital.com,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:35:07.763Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"France,UK","3. Early Revenue,2. Prototype,4. Scaling","https://www.linkedin.com/in/normanfiore, https://www.linkedin.com/in/haakonoverli, https://www.linkedin.com/in/evgeniaplotnikova, https://www.linkedin.com/in/henrymason","https://www.linkedin.com/in/normanfiore, https://www.linkedin.com/in/haakonoverli, https://www.linkedin.com/in/evgeniaplotnikova, https://www.linkedin.com/in/henrymason"
58d5c277-4146-4415-a346-39b8f39200dd,Deepbridge Capital,company,,,,https://www.deepbridgecapital.com/,https://www.deepbridgecapital.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,UK,,,
4e5ad46a-07fe-4640-a509-68f9d3f3eb38,Delta Partners,company,,,,http://www.deltapartners.com/,http://www.deltapartners.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"Ireland,UK",3. Early Revenue,,
4038c017-0950-4a29-8ea7-b54908d12a44,DIP Capital,company,,,,https://www.dip-capital.com/,https://www.dip-capital.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"UK,Finland,Sweden,Hungary,Italy,Spain,Monaco,Luxembourg,Latvia,Denmark,Germany,Iceland,Switzerland,Slovenia,Cyprus,France,Israel,Côte d'Ivoire,Slovakia,Norway,Czech Republic,Netherlands,Belgium,Ireland,Austria,Poland","3. Early Revenue,5. Growth,4. Scaling",,
52c67d05-4ee8-4562-9872-e2b31f1c8486,Disruptive Capital,company,,,,https://www.disruptivecapital.com/,https://www.disruptivecapital.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,UK,3. Early Revenue,,
66ded0e9-da85-4600-a8a5-cc8a28eff97d,Downing Ventures,company,,,,https://www.downingventures.com/,https://www.downingventures.com/,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:34:32.614Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,UK,3. Early Revenue,,
e0823375-e774-4e9f-83c4-009ff2f58c8e,D Squared Capital,company,,,,https://www.dsquaredcap.com/,https://www.dsquaredcap.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"USA,Israel,UK","3. Early Revenue,5. Growth,6. Pre-IPO,4. Scaling",,
49a7b6a1-5829-4be7-94b9-3053279f47ff,Eight Roads,company,,,,https://eightroads.com/en/,https://eightroads.com/en/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:03.788Z,Mirza Asceric,2026-02-15T20:29:03.868Z,Mirza Asceric,"Japan,China,USA,France,Israel,India,Canada,UK",3. Early Revenue,"https://www.linkedin.com/in/michaeltreskow, https://www.linkedin.com/in/davorhebel","https://www.linkedin.com/in/michaeltreskow, https://www.linkedin.com/in/davorhebel"
095d27a1-9b23-4558-892d-36c277a764a0,Enso Ventures,company,,,,https://www.ensoventures.com/,https://www.ensoventures.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
411ec8c5-d0be-475a-b4e9-9e47dafb8ae0,Entrée Capital,company,,Entrée Capital is a venture capital firm that funds multi-stage startups and companies all over the world.,,https://www.entreecap.com/we,https://www.entreecap.com/we,,,"All VCs ,All VCs ,All VCs ,+100 best VC Funds in UK 🇬🇧",2026-02-15T19:35:07.763Z,Mirza Asceric,2026-02-15T20:29:03.008Z,Mirza Asceric,"USA,Israel,UK","3. Early Revenue,2. Prototype","https://www.linkedin.com/in/avi-eyal-a68673, https://www.linkedin.com/in/eranbarel, https://www.linkedin.com/in/yonitchelet, https://www.linkedin.com/in/saulklein, https://www.linkedin.com/in/tomerhashachar, https://www.linkedin.com/in/eli-bible, https://www.linkedin.com/in/otnielbazrakay, https://www.linkedin.com/in/jessica-parker","https://www.linkedin.com/in/avi-eyal-a68673, https://www.linkedin.com/in/eranbarel, https://www.linkedin.com/in/yonitchelet, https://www.linkedin.com/in/saulklein, https://www.linkedin.com/in/tomerhashachar, https://www.linkedin.com/in/eli-bible, https://www.linkedin.com/in/otnielbazrakay, https://www.linkedin.com/in/jessica-parker"
e463507d-bb62-40f6-83f8-5ad590135aa9,Epidarex,company,,,,http://www.epidarex.com/,http://www.epidarex.com/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
e724417b-dea6-496a-aae3-7fe6d9eb8a92,ETF Partners,company,,,,https://etfpartners.capital/,https://etfpartners.capital/,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"France,UK","3. Early Revenue,4. Scaling","https://www.linkedin.com/in/patrick-sheehan-76182, https://www.linkedin.com/in/lucy-rands-96474858, https://www.linkedin.com/in/tomerstrik, https://www.linkedin.com/in/claudio-simao","https://www.linkedin.com/in/patrick-sheehan-76182, https://www.linkedin.com/in/lucy-rands-96474858, https://www.linkedin.com/in/tomerstrik, https://www.linkedin.com/in/claudio-simao"
24d9399f-e5c9-454a-b374-433d3d549101,Excalibur Fund Managers,company,,,,http://excalibur-group.co.uk/portfolio,http://excalibur-group.co.uk/portfolio,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"USA,UK",3. Early Revenue,,
bee22748-db7a-42fd-a23e-06262ffe47ac,First Imagine,company,,,,http://www.firstimagine.com,http://www.firstimagine.com,,,+100 best VC Funds in UK 🇬🇧,2026-02-15T20:29:02.297Z,Mirza Asceric,2026-02-15T20:29:02.657Z,Mirza Asceric,"Israel,UK",3. Early Revenue,"https://www.linkedin.com/in/sergey-donskoy-151286, https://www.linkedin.com/in/svetlana-sirotkina","https://www.linkedin.com/in/sergey-donskoy-151286/, https://www.linkedin.com/in/svetlana-sirotkina/"
