id,name,contactType,favoriteEmail,description,emails,favoriteUrl,urls,favoriteAddress,addresses,groups,createdAt,createdBy,addedToGroupAt,addedToGroupBy,Accelerator Duration (in weeks),Founders,LinkedIn,Number of Exits,Number of Investments,Number of Portfolio Organizations,Stage,Twitter,linkedin-private-codex,linkedin-private-claude
45e4283f-1cee-40bd-a388-bd7736dd1383,Growth Ninjas GmbH,company,,"Supporting startups, SMEs and Corporates in funding, growth and digitization",,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,"Johannes Eichmeyer, Stefan Greunz, Stefan Kainz, CFA",https://www.linkedin.com/company/growth-ninjas/,,4,4,"Early Stage Venture, Seed",,,
58f806fe-4bfb-4d8b-adf2-ab444e071d14,GrowthUP,company,,GrowthUP combines companies and projects in the tech industry and venture investment sector to build a stable tech ecosystem in countries.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,16,"Denis Dovgopoliy, Nikolay Savin",http://www.linkedin.com/company/growthup-incubator,1,12,12,Seed,http://twitter.com/growthupinc,,
4c9cd65b-f433-4b7c-95f4-21884f304b95,güil Mobility Ventures,company,,güil mobility ventures is a CVC that focuses on developing and co-creating extraordinary mobility startups in Latin America.,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,,https://www.linkedin.com/company/g%C3%BCil-mobility-ventures/,,6,3,"Convertible Note, Early Stage Venture, Late Stage Venture",,,
0a838eae-5b47-4246-9b4b-709eecbbe2ea,Gurnard Perch Sophisticated Technologies,company,,Gurnard Perch Sophisticated Technologies is a business accelerator for global internet startups.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
342c68c1-0ad0-4aa5-8b0d-c9c365c7dc76,Gyeongnam Creative Economy Innovation Center,company,,Gyeongnam Center for Creative Economy & Innovation is a support center for corporate growth from prospective entrepreneurs to entrepreneurs.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/cbccei,,11,11,,,,
5519811d-9cfc-4930-ba69-06f8b98ab934,H2 Ventures,company,,"H2 Ventures is an early stage Venture Capital firm investing in Fintech, Data & A.I.",,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,"Ben Heap, Toby Heap",https://www.linkedin.com/company/h2-ventures,4,55,53,Early Stage Venture,https://twitter.com/h2_ventures,,
b99a4ac6-4e4b-46f7-bace-e46adfdf8532,HacelaRodar,company,,HacelaRodar accompanies committed entrepreneurs who have an impact solution during the process of growth and consolidation of their project.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/hacela-rodar,,1,1,,,,
61095f42-5006-4192-9526-de4245db07a3,Hacker Unit,company,,Hacker Unit is an B2B remote accelerator.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/hacker-unit,,1,1,,https://twitter.com/hacker_unit,,
5845e2e9-eba6-476a-8e2c-e47833ad1342,Halliburton Labs,company,,"Halliburton Labs accelerates the growth of innovative, early-stage companies.",,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,Scott Gale,https://www.linkedin.com/company/halliburton-labs/,,3,3,Seed,https://twitter.com/HalliburtonLabs,,
62d413ef-6ae0-4827-953a-7c9853ab919b,Happy Valley Launchbox,company,,The FastTrack Accelerator program is designed to help teams quickly test the market.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
c56b3913-bd19-44a2-a698-e137bf654268,Hartford InsurTech Hub,company,,The Hartford InsurTech Hub is an accelerator of Insurtech startups.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,12,Sabine VanderLinden,https://www.linkedin.com/company/18259176/,,3,3,Seed,https://twitter.com/HartfordInsHub,,
4fcb8116-c1c3-491e-8435-b50d12e35d17,HAX Boost,company,,HAX Boost takes teams with hardware products and turns them into cash cows and recruits 10+ teams of 2 entrepreneurs.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/hax/,,34,33,Seed,https://www.twitter.com/hax_co,,
e230e514-fd96-4d8a-9bc8-131e459f59ae,HAX Growth,company,,HAX Growth is an 7-week bootcamp for hardware startups based in downtown San Francisco.,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,7,Cyril Ebersweiler,https://www.linkedin.com/company-beta/2996239/,,6,6,Seed,https://twitter.com/hax_co,,
e2052cc0-aa63-4872-8f3c-e78771b04858,HBCU Founders Accelerator,company,,The HBCU Founders Accelerator is a four-month (mostly virtual) intensive program completely customized for each startup.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/nex-cubed,,8,8,Seed,,,
60abf539-e2a3-4780-adcb-251622fc73e4,Healthbox,company,,Healthbox is a healthcare advisory firm that helps an organization develop their strategies and programs.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,Nina Nashif,https://www.linkedin.com/company/healthbox,14,96,88,"Early Stage Venture, Late Stage Venture, Seed",http://twitter.com/healthbox,,
1592479c-c8a2-4ee7-a711-e62cf07edb40,Health Equity Innovation accelerator,company,,Health Equity Innovation accelerator to support entrepreneurs with solutions that advance health equity.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,,,8,8,Non Equity Assistance,,,
cb4b98bc-82bc-4ca7-b272-716727769efd,H-FARM,company,info@h-farm.com,H-FARM is an innovative platform set up in 2005 to help entrepreneurs launch new initiatives and support the digitalisation of Corporates,info@h-farm.com,http://www.h-farm.com/en/,http://www.h-farm.com/en/,"Roncade, Veneto, Italy","Roncade, Veneto, Italy","Corporate Venture Arms,All accelerators",2026-02-15T20:18:10.882Z,Mirza Asceric,2026-02-15T20:34:04.446Z,Mirza Asceric,,"Giuseppe Miroglio, Maurizio Rossi, Riccardo Donadon",https://www.linkedin.com/company/h-farm/,16,86,78,"Early Stage Venture, Seed",https://twitter.com/hfarmspa,,
b78bbd61-c8fd-43b6-bbb0-a53818721092,Hibiscus BioVentures,company,,Hibiscus Bio is a Biotechnology and Pharmaceutical Industry-Specific consultancy focused on M&A and Corporate Development.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,Christopher Jeffers,https://www.linkedin.com/company/hibiscusbio,,1,1,,,,
aea1eb21-331e-463a-8307-7d691a98c5c6,HIGHROAD,company,,Highroad invests in extraordinary early-stage startups developing innovative technologies and products that can truly impact people’s lives.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,"Dov Hoffman, Eliran Binman, Eyal Hoffman, Guy Zaks",https://www.linkedin.com/company/highroad-innovation/,2,19,16,"Early Stage Venture, Seed",https://twitter.com/Highroad_Center,,
fddcdda9-4c19-40de-8231-f2aab774f009,Highway1,company,,Highway1 is a hardware startup accelerator.,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,"Brady Forrest, Liam Casey",http://www.linkedin.com/company/3238699,11,85,80,Seed,http://twitter.com/highway1io,,
0212766e-65b7-470e-bff0-448b34e6c0dd,Honghap Valley,company,,Honghap Valley is Korean Startup Cooperative Community and Organization.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,Dylan Ko,https://www.linkedin.com/company/honghap-valley?trk=mini-profile,,1,1,,https://twitter.com/honghapvalley,,
76cb547d-5424-4957-a114-62398451f947,Hook,company,,42,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,"Kevin Primicerio, Sydney Cohen",https://www.linkedin.com/school/joinhook,,2,2,,,,
802cbeb9-337c-4199-8bb3-ec1c9c5a872e,HUB21,company,,HUB21 is a technology hub focused on the development of startups.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,https://www.linkedin.com/company/5205981?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1434111349637%2Ctas%3AHub21,,2,2,Seed,https://twitter.com/Hub21srl,,
9573ae65-6a89-4175-b0cf-3bc422fef46b,HUB612,company,,"HUB612 is a Accelerator VC based in Lyon, France.",,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,Cédric Nieutin,https://www.linkedin.com/company/10948002,,15,14,"Early Stage Venture, Seed, Venture",https://twitter.com/HUB612,,
223c6856-d431-4f11-a42e-cd6944b1d5c9,HubX-LifeSciences,company,,"HubX–LifeSciences, one of the most unique and exciting health care accelerator programs ever offered.",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
5fb4bbf0-6359-4836-af7b-e41687a8f7d2,IBBT iVentures fund,company,,IBBT iVentures fund is a company that offers digital research services.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,,,1,1,Seed,,,
d87fa1b7-e4f9-46a8-a22c-f3be0110fe9d,IDEA Accelerator,company,,IDEA Accelerator is an accelerator program that runs cohorts and supports startups with non-dilutive Pebble Funds.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/builders-backers,,6,6,"Early Stage Venture, Grant",,,
664beea1-f318-42d9-8210-ae2f6f0eaf84,IdeaSpace Foundation,company,,IdeaSpace is an incubator and accelerator program that supports technology entrepreneurs in the Philippines.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,Earl Valencia,https://www.linkedin.com/company/ideaspace-foundation-inc-/,,13,13,Seed,http://twitter.com/ideaspaceph,,
2b6e6c09-d7c2-4e28-81e6-0a7f91b2744c,ilab Accelerator,company,,"ilab was established by the Queensland Government in 2000 to support early stage, high-tech companies.",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
78af928f-ac9b-48f8-8657-2b22e95b9980,Illumina Accelerator,company,,Illumina Accelerator is a company creation engine focused on building breakthrough genomics startups!,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
5c9af7f2-63fb-4e8a-85e3-31519ea0f62d,IMAGURU Startup Hub,company,,"IMAGURU Startup Hub is a place for globally-minded technology ventures, investors and mentors.",,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,,,,2,2,,https://twitter.com/imaguruby,,
9c385363-0ccd-4822-8c97-4555696d552e,IMD Startup Competition,company,,IMD Startup Competition offers early-stage companies to build their business models.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
78640f2c-e38d-4d79-83a5-14312c45166e,Impacta VC,company,,Supporting impact driven founders from Latam on their growth journey,,,,"Vespucio Norte 1561, Piso 5, Vitacura, Santiago, Chile","Vespucio Norte 1561, Piso 5, Vitacura, Santiago, Chile",All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,12,"Alan Farcas, David Alvo Verdugo, Stephen Jakter",https://www.linkedin.com/company/impacta-vc/,,7,7,"Convertible Note, Early Stage Venture, Non Equity Assistance, Seed",,,
9f36ccfd-ce0a-49c9-b386-ded544446110,Imperial Holdings,company,,Imperial Holdings is an investment management firm that operates as an accelerator / invests in early-stage start-ups.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
b668293b-92e6-4ee9-810b-af62a27ffba3,IN CAPITAL,company,,IN CAPITAL is an asset management firm that emphasis on healthcare industry.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,,,3,3,,,,
d71e7942-c85f-45c6-8eb4-fbb4d4d4bf42,Incutex Company Builders,company,,We're experienced entrepreneurs looking to support and invest in the most passionate teams.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,"Eduardo Coll, Gabriela Fernandez, Juan Santiago, Walter Abrigo",http://www.linkedin.com/company/incutex-s-a-,,9,9,,http://twitter.com/incutex,,
ac70f785-9022-49f6-be7a-dd07986a7c20,Infiniti Accelerator,company,,"The INFINITI Accelerator, driven by Nest, is a 12-week programme run by a full-time, dedicated team.",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
67cc7b5e-5231-4b41-8121-27988741e3f1,Inmaginator,company,,Inmaginator accelerates glocal talent and collaborates startup ecosystems in inspired Asian locations.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
010ee0d3-4901-49ad-8f85-05e5681d534c,Innovate Financial Health,company,,Innovate Financial Health (IFH) is a non-profit accelerator.,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,15,,https://www.linkedin.com/company/innovate-financial-health/,,4,4,,https://twitter.com/Innovate_FH,,
d0c3218f-ede2-49c6-96dd-0d844641a300,Innovate Mississippi / MS Angel Network/ MS Seed Fund,company,,Innovate Mississippi / MS Angel Network/ MS Seed Fund focuses on driving innovative business growth.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,https://www.linkedin.com/groups?home=&gid=4644345&trk=anet_ug_hm,,36,28,"Early Stage Venture, Seed",http://twitter.com/MSAangelNetwork,,
58466f3b-6227-4702-953d-42b54947e6b0,Innovation Labs,company,,Innovation Labs is a Romanian pre-accelerator for young tech founders and startups.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
221d776a-4d29-40af-9afd-365ecb72c088,Innoway,company,,Innoway is an investment firm.,,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,,https://www.linkedin.com/company/innoway_me/,1,1,1,,,,
3e9db697-1f8b-4b07-ba2d-2a54d42583fe,InovGate,company,,InovGate is dedicated to helping young companies reach and succeed in the vast Asia Pacific market,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,"Izhar Merhavi, Pnina Eytan",https://www.linkedin.com/company/inovgate,2,4,4,,https://twitter.com/InovGate,,
d5f57692-8c57-4c5b-a196-a2b953cfe67e,Institut Mines-Telecom,company,,Institut Mines-Telecom is an institution of research and innovation in engineering and digital technologies.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,,https://www.linkedin.com/company/imt-france,1,1,1,,https://twitter.com/IMTFrance,,
dfc98486-3d9d-4625-ad46-d5242f7a3e31,Intango Digital Marketing Accelerator,company,,The Intango Digital Marketing Accelerator Provides An All-in-One Solution for Pre-Seed Digital Marketing and Advertising Technology Startups,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,24,,https://www.linkedin.com/company/intango,1,2,2,Seed,,,
0d29d25c-ff32-4121-af1d-4319ee5985b4,Integrity,company,,A technical startup incubator for early stage founders with an engineering institute for talented software engineers,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,Jeremy Hindle,https://www.linkedin.com/company/withintegrity/,,1,1,"Early Stage Venture, Seed",https://twitter.com/withintegrityco,,
89c84229-bbf5-4517-8f9b-ce816d3ef4b7,Intelak Hub,company,,"Intelak is a technology and innovation hub, based in Dubai, that supports early and late-stage start-ups.",,,,"Dubai, United Arab Emirates","Dubai, United Arab Emirates",All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,https://www.linkedin.com/company/intelakhub,4,55,55,,,,
58e7a17d-d97e-42ab-9d93-5f35cdd95400,International Accelerator,company,,"IA is an accelerator that provides access to seed funding, quality mentors, and services needed to launch a startup.",,,,Austin,Austin,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,52,Angelos Angelou,http://www.linkedin.com/company/international-accelerator,,4,4,"Early Stage Venture, Seed",http://twitter.com/intlaccelerator,,
64910561-a9e8-45a9-9935-338fd4f5c91d,Invent Ventures,company,,Invent Ventures is a publicly-traded venture firm and technology incubator,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,Bryce Knight,https://www.linkedin.com/in/bryceknight,,1,1,"Debt, Early Stage Venture, Seed",http://twitter.com/inventvc,https://www.linkedin.com/in/bryceknight,https://www.linkedin.com/in/bryceknight
cbfdd965-92c5-40e2-bc42-474f91690fad,InvestInFuture,company,,InvestInFuture is a private investment fund focused on the development and growth of entrepreneurs and the investees.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,,https://www.linkedin.com/company/investinfuture,,2,2,,,,
6b9322e2-3e8d-4d1c-9bb6-6d4397d221fb,IvyCamp,company,,IvyCamp is India’s first Unified Innovation and Entrepreneurship Platform.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,13,,https://www.linkedin.com/company/ivycamp/?originalSubdomain=in,,3,3,,https://www.twitter.com/ivycampofficial,,
de500365-6fce-48ec-a03b-6e187620a7b6,JICA NINJA Accelerator - Africa,company,,JICA NINJA Accelerator - Africa encourages innovative high growth businesses in Africa.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
e8e86cdf-15b6-447f-b0c8-7f9e6816866b,Jones and Foster Accelerator (Univeristy of WA),company,,"Jones and Foster Accelerator (Univeristy of WA) offers mentoring & funding to early-stage, student-led companies on their first six months.",,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/school/university-of-washington-foster-school-of-business/,,7,7,Early Stage Venture,https://twitter.com/UWFosterSchool,,
6d3cfe8c-c5a4-4114-8076-dc0eb825af5d,Jooble Venture Lab,company,innovations@jooble.com,We build products and grow employment tech ecosystem,innovations@jooble.com,https://venturelab.jooble.org/,https://venturelab.jooble.org/,"Kyiv, Kyyiv, Ukraine","Kyiv, Kyyiv, Ukraine","Corporate Venture Arms,All accelerators",2026-02-15T20:18:14.185Z,Mirza Asceric,2026-02-15T20:34:05.926Z,Mirza Asceric,,Roman Prokofiev,https://www.linkedin.com/company/jooble,,2,2,"Early Stage Venture, Non Equity Assistance, Seed",,,
ce8d9760-112e-462d-bf84-88f84d71adca,Kaplan EdTech Accelerator,company,,"The Kaplan EdTech Accelerator, powered by TechStars, is a three month intensive, deep immersion program for ten education startups.",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
934829d1-5bfe-4da5-9432-d57baeda4bc0,Keyrus Innovation Factory,company,,Keyrus Innovation Factory (KIF) is a bridge between innovative startups and corporations.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,24,"Cyril Cohen-Solal, Eric Cohen",,2,11,9,Seed,,,
f5c49ce8-41c0-44e2-9c23-96eb47be612a,KidneyX Innovation Accelerator,company,,"The Kidney Innovation Accelerator accelerate innovation in kidney disease prevention, diagnosis, and treatment.",,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,,https://www.linkedin.com/company/kidneyx,,1,1,,https://twitter.com/Kidney_X,,
d17a66b9-af74-48de-a5f9-8c447263ebaf,Kim Gisa Lab,company,,"Kimgisa Lab is an accelerator firm based in Seoul, South Korea.",,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,,,26,25,,,,
aa6dc212-f605-4037-b32e-98f66edb3782,Lafayette Plug and Play,company,,Lafayette Plug and Play is a ground-breaking innovation platform designed to boost the next generation of retail and fashion companies.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,,Pieter Lammens,https://www.linkedin.com/company/10869482/,1,4,4,,https://www.twitter.com/lafayette_pnp,,
a5d808e2-e2ae-4946-af29-83b73128621e,Late Checkout,company,,"Late Checkout helps companies grow their communities through product design, product development, and built in product marketing.",,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,Greg Isenberg,https://www.linkedin.com/company/late-checkout/,,1,1,,,,
03e11824-14dc-4ed9-9888-46eb1e041e45,Launch Academy,company,,"Launch Academy provides the mentorship, resources, network, and environment to entrepreneurs that need to fund and grow startups.",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
cef057e8-4e41-464b-93cb-0fa034df1a35,Launch Lane,company,,Launch Lane supports companies developing tech and tech-enabled startups transition from prototype to sales and customer acquisition.,,,,,,All accelerators,2026-02-15T20:34:07.578Z,Mirza Asceric,2026-02-15T20:34:07.823Z,Mirza Asceric,,,https://www.linkedin.com/company/ucsciencecenter,,6,6,Seed,,,
6f6a3265-0c27-47cf-85ce-3d298cb73fa8,leAD Lake Nona Sports & Health Academy,company,,leAD Lake Nona Sports & Health Academy is set to shape the future of living by accelerating startups through a six-month-long program.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,21,,,,2,2,,,,
a1d06fb2-602a-49ec-b1c0-6cbcd6a683ab,LearnLaunch Fund + Accelerator,company,,LearnLaunch Fund + Accelerator invests in and supports entrepreneurs on the mission to positively transform education.,,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,11,"Asad Butt, Jean Hammond, Matthew J. Rubins, Tetyana Astashkina",http://www.linkedin.com/company/learnlaunchx,9,84,75,"Convertible Note, Early Stage Venture, Seed, Venture",https://twitter.com/LearnLaunchx,,
71b62836-eb57-4e29-aadc-bff4fe47c1c3,Le Connected Camp,company,,IoT startup acceleration program of 9 months specialized on the industrialisation and business connexions with big companies: JOIN US NOW,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
1fd2fa62-cc27-45af-b58a-278a3a15f1c2,L Marks,company,,L Marks is a management consulting firm that provides corporate innovation services.,,,,,,All accelerators,2026-02-15T20:34:04.792Z,Mirza Asceric,2026-02-15T20:34:05.047Z,Mirza Asceric,10,Stuart Marks,https://www.linkedin.com/company/l-marks,5,32,30,"Early Stage Venture, Seed",https://twitter.com/lmarks,,
214678c5-0ecd-4577-8a9b-d393e8343024,Look Forward,company,,"Look Forward is the innovation hub for startups willing to change the way we produce, distribute and consume fashion and beauty.",,,,,,All accelerators,2026-02-15T20:34:06.172Z,Mirza Asceric,2026-02-15T20:34:06.415Z,Mirza Asceric,,Thierry Petit,https://www.linkedin.com/organization/10988397/,,1,1,"Early Stage Venture, Seed",https://www.twitter.com/lookforwardhub,,
3150c691-64dd-4646-ae48-3d0c00818dc7,Lorain County Community College Innovation Fund,company,,"The Innovation Fund, founded by the Lorain County Community College Foundation (2007), is a regional fund focused on supporting",,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,,https://www.linkedin.com/in/chrismather9,,2,2,Seed,https://www.twitter.com/customerboom,https://www.linkedin.com/in/chrismather9,https://www.linkedin.com/in/chrismather9
e8b1d0d5-427a-4644-b857-8e8e45db0930,Los Angeles Cleantech Incubator,company,,LACI is a private non-profit organization that helps in accelerating the commercialization of clean technologies.,,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
8341b99b-d668-450d-9cb6-719aa55f29b2,Luminate,company,,"Luminate, Inc. (previously known as Pixazza, Inc.) is the worldwide leader in making images interactive serving more than 150 million users each month and 30 billion image views per year. Founded in 2008, with the vision to make ever image interactive on the web, Luminate offers the world’s first platform for image applications. Developed by technologists from Netscape and LiveOps, Luminate’s platform combines Internet and crowdsourcing technology to deliver the optimal content relevant to online images. Luminate is a private company funded by August Capital, CMEA Capital, Google Ventures and Shasta Ventures, with headquarters in Mountain View, CA.",,,,"260 E. Main Street, 6th Floor, Rochester, NY 14618, United States","260 E. Main Street, 6th Floor, Rochester, NY 14618, United States",All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,24,Sujatha Ramanujan,https://www.linkedin.com/company/luminateoptics/,,60,53,Seed,https://twitter.com/LuminateROC,,
99bc3bfb-63dd-4f36-8f72-bf232523acc8,Lumos Accelerator,company,,Lumos Accelerator invests in early stage startups.,,,,,,All accelerators,2026-02-15T20:34:02.929Z,Mirza Asceric,2026-02-15T20:34:03.166Z,Mirza Asceric,,"Alex Picazo, Alex Purtell, Lacey Picazo, Matt Armstead, Maxwell Lipnick, Nick Davis, Todd Whittington",https://www.linkedin.com/company/5237548,,13,13,"Debt, Early Stage Venture, Seed",https://twitter.com/LumosInnovation,,
97956b35-1ee8-4c08-ac21-c502480d3bf9,Macquarie Capital Venture Studio with R/GA,company,,"A Platform to Promote Innovations in InfraTech, with a Focus on Energy",,,,,,All accelerators,2026-02-15T20:34:08.664Z,Mirza Asceric,2026-02-15T20:34:08.904Z,Mirza Asceric,,,,,,,,,,
